Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
STAG2,-0.001642759,0.998358589,-0.000226076,0.000226076
ZNF23,-0.001642908,0.998358441,-0.000328944,0.000328944
CAMK1,-0.001643158,0.998358191,-9.27E-05,9.272600041001708e-05
AMBRA1,-0.001644848,0.998356504,-0.000165617,0.000165617
ATG2B,-0.001645715,0.998355638,-0.000157572,0.000157572
HIF1AN,-0.001646977,0.998354378,-0.00018098,0.00018098
EPB41L3,-0.001647002,0.998354353,-0.000302139,0.000302139
MECP2,-0.001647572,0.998353784,-0.000222877,0.000222877
TBC1D32,-0.001648462,0.998352896,-0.000374474,0.000374474
BRCA1,-0.00165014,0.99835122,-0.000474864,0.000474864
CENPO,-0.00165105,0.998350313,-0.000465355,0.000465355
ZBED6,-0.001651612,0.998349751,-0.00020884,0.00020884
FTSJ3,-0.001652358,0.998349006,-0.000206203,0.000206203
PCDH7,-0.001652648,0.998348717,-0.000113118,0.000113118
CTSO,-0.001653597,0.998347769,-0.00012955,0.00012955
CTSZ,-0.001653791,0.998347575,-0.000429349,0.000429349
FAM131A,-0.001654312,0.998347056,-0.000325224,0.000325224
GSAP,-0.001654867,0.998346501,-0.000244598,0.000244598
RNF169,-0.001655042,0.998346327,-0.000164774,0.000164774
BCL2L13,-0.001656464,0.998344907,-0.0001811,0.0001811
PCDHGA5,-0.001656994,0.998344378,-9.59E-05,9.594047150285898e-05
A2M,-0.001657801,0.998343573,-0.000124975,0.000124975
TMEM40,-0.001658804,0.998342571,-0.000270734,0.000270734
NAGLU,-0.001660163,0.998341214,-0.000196625,0.000196625
TMEM87A,-0.001660276,0.998341101,-0.000225856,0.000225856
ZMAT1,-0.001660637,0.998340741,-0.000167006,0.000167006
SVIL,-0.001660884,0.998340495,-0.000124379,0.000124379
WDTC1,-0.001661099,0.99834028,-0.000272247,0.000272247
TTLL1,-0.001662154,0.998339226,-0.00030362,0.00030362
SLC25A42,-0.001662907,0.998338475,-0.000145976,0.000145976
MUC3A,-0.00166397,0.998337413,2.6036411588242983e-05,2.6036411588242983e-05
CABYR,-0.001664565,0.998336819,-0.000560532,0.000560532
MNT,-0.001665358,0.998336028,-0.000233282,0.000233282
MRAP,-0.001668397,0.998332994,-0.00022647,0.00022647
SLC35C1,-0.001668806,0.998332586,-0.000243406,0.000243406
SCRN3,-0.001668981,0.998332411,-0.000166706,0.000166706
GPC6,-0.001669306,0.998332086,-0.000207492,0.000207492
ASB9,-0.001669397,0.998331996,-0.0003005,0.0003005
SMN2,-0.001669931,0.998331463,-0.000672465,0.000672465
HDDC3,-0.00167095,0.998330446,-0.000119162,0.000119162
EPHB4,-0.001672332,0.998329066,-0.000390416,0.000390416
NR6A1,-0.00167331,0.998328089,-0.000454923,0.000454923
DCX,-0.001673476,0.998327924,-0.000347851,0.000347851
CTNNA1,-0.001674244,0.998327157,-0.000237955,0.000237955
PTER,-0.001674646,0.998326756,-0.00025304,0.00025304
SDC4,-0.001675367,0.998326036,-0.000185424,0.000185424
TTYH2,-0.001675759,0.998325644,-0.000158003,0.000158003
MAPKAP1,-0.001677354,0.998324052,-0.000319238,0.000319238
ATP11A,-0.001677711,0.998323696,-0.000236283,0.000236283
NCKAP5L,-0.001679021,0.998322388,-0.000213663,0.000213663
SMPDL3B,-0.001679746,0.998321664,-0.000354523,0.000354523
GPRIN1,-0.001681532,0.99831988,-0.000531873,0.000531873
ANAPC13,-0.00168176,0.998319654,-0.000390171,0.000390171
RAI1,-0.001682035,0.998319379,-0.00023959,0.00023959
XYLT1,-0.001682883,0.998318533,1.925168113671005e-05,1.925168113671005e-05
DUSP3,-0.001685367,0.998316053,-0.000279018,0.000279018
TNFRSF10A,-0.001685899,0.998315522,-0.000180615,0.000180615
EGFR,-0.001687574,0.998313849,4.0448920959052295e-05,4.0448920959052295e-05
DACT2,-0.001689789,0.998311638,0.000137204,0.000137204
SURF6,-0.001690799,0.99831063,-0.000254172,0.000254172
ABL1,-0.001691457,0.998309973,-0.000230593,0.000230593
NSRP1,-0.001694573,0.998306862,-0.00023227,0.00023227
CA14,-0.001696187,0.99830525,-0.000320187,0.000320187
PRRC2C,-0.001696723,0.998304715,-0.000313179,0.000313179
PTCD2,-0.001697826,0.998303614,-0.000156605,0.000156605
ZDHHC14,-0.001698247,0.998303194,-0.000239845,0.000239845
KLF8,-0.001698441,0.998303001,-0.000154404,0.000154404
VPS35,-0.001700512,0.998300933,-0.00033889,0.00033889
PRR16,-0.001701827,0.99829962,-0.000297348,0.000297348
ANGEL1,-0.00170258,0.998298869,-0.000259593,0.000259593
DGKZ,-0.001703682,0.998297769,-0.000304249,0.000304249
ARPP19,-0.001704137,0.998297315,-0.000214567,0.000214567
TUB,-0.001705228,0.998296225,-0.000188157,0.000188157
NOA1,-0.001706468,0.998294987,-0.000164642,0.000164642
HIBCH,-0.001713047,0.99828842,-0.000253622,0.000253622
ZFPL1,-0.00171395,0.998287518,-0.000238166,0.000238166
FAM178B,-0.001714218,0.99828725,-0.000171349,0.000171349
VGLL1,-0.001714641,0.998286828,-0.000265809,0.000265809
DENND4A,-0.001716366,0.998285106,-0.00020655,0.00020655
CD63,-0.001716438,0.998285034,-0.000364604,0.000364604
SSH3,-0.001716449,0.998285023,-0.000222239,0.000222239
ALAS1,-0.001716537,0.998284935,-0.000371882,0.000371882
DNMBP,-0.001716611,0.998284861,-0.000117806,0.000117806
C6orf47,-0.001716991,0.998284482,-0.000321659,0.000321659
NAA10,-0.001717097,0.998284377,-0.000434885,0.000434885
SLC7A6,-0.001717351,0.998284123,-0.000287054,0.000287054
GFRA3,-0.001717522,0.998283952,-0.000133411,0.000133411
AVPI1,-0.001717979,0.998283496,-0.000144411,0.000144411
C3orf38,-0.001718224,0.998283251,-0.000416024,0.000416024
KL,-0.001718854,0.998282622,-0.000137449,0.000137449
IKBKE,-0.001718932,0.998282544,-0.000394704,0.000394704
FGF2,-0.00171947,0.998282007,-9.44E-05,9.435434707564647e-05
PRTG,-0.001719779,0.998281699,-0.000167112,0.000167112
SAMD4A,-0.001720998,0.998280483,-9.39E-05,9.394515819435238e-05
ZSCAN29,-0.001721253,0.998280228,-0.000334222,0.000334222
ARID2,-0.00172157,0.998279911,-0.000237012,0.000237012
ZFP1,-0.001723387,0.998278097,-0.000360605,0.000360605
HOMEZ,-0.001725741,0.998275748,-0.000227602,0.000227602
GNL1,-0.001726866,0.998274624,-0.000217503,0.000217503
COLEC12,-0.00172721,0.998274281,-0.000353497,0.000353497
DUSP8,-0.001727225,0.998274266,-0.000251368,0.000251368
NCKIPSD,-0.00172748,0.998274011,-0.00030696,0.00030696
PLA2G2D,-0.00172945,0.998272045,-0.000353325,0.000353325
RPS24,-0.001729654,0.998271841,-0.000206736,0.000206736
SLC25A37,-0.001729749,0.998271746,-0.00021644,0.00021644
ASB13,-0.001730175,0.998271321,-0.000297344,0.000297344
ADD1,-0.001730375,0.998271121,-0.000202938,0.000202938
TBC1D8,-0.001730485,0.998271011,-0.000328336,0.000328336
DDI2,-0.001730504,0.998270993,-0.000207118,0.000207118
MAPK3,-0.001730613,0.998270884,-0.000275379,0.000275379
YPEL4,-0.00173075,0.998270747,-0.000278574,0.000278574
INF2,-0.001731429,0.998270069,-0.00032572,0.00032572
APLP2,-0.001732312,0.998269188,-0.000318247,0.000318247
GSDMD,-0.00173325,0.998268252,-0.000271689,0.000271689
FBLN5,-0.00173385,0.998267652,-5.11E-05,5.1110679349751845e-05
BIRC6,-0.001734505,0.998266998,-0.000170018,0.000170018
ARMCX1,-0.001735203,0.998266302,-0.000253476,0.000253476
IPCEF1,-0.001736109,0.998265398,-0.000146477,0.000146477
HDLBP,-0.001736377,0.99826513,-0.000217638,0.000217638
FBXL14,-0.001736766,0.998264741,-0.000266823,0.000266823
UROS,-0.001737867,0.998263642,-0.000364043,0.000364043
LRRC4,-0.001739103,0.998262408,-0.000373922,0.000373922
TTC5,-0.001739374,0.998262137,-0.000151494,0.000151494
DIDO1,-0.001743395,0.998258124,-0.000271552,0.000271552
USP14,-0.001744644,0.998256877,-0.000402745,0.000402745
ERP27,-0.001744855,0.998256666,-0.000540552,0.000540552
GRK5,-0.001744862,0.998256659,-0.00022905,0.00022905
UBE2Z,-0.001745581,0.998255942,-0.000286035,0.000286035
ENO3,-0.001747752,0.998253774,-0.000162675,0.000162675
TRIM56,-0.001748803,0.998252725,-0.000267282,0.000267282
LIPA,-0.001748818,0.99825271,-0.000374833,0.000374833
LETMD1,-0.001748872,0.998252656,-0.000160408,0.000160408
PAFAH2,-0.001749306,0.998252223,-0.000342076,0.000342076
THNSL1,-0.00174978,0.99825175,-0.000372404,0.000372404
ENPEP,-0.001750124,0.998251407,-0.000211939,0.000211939
MRPL27,-0.001751546,0.998249987,-0.000342414,0.000342414
DHPS,-0.001753212,0.998248324,-0.000364344,0.000364344
TIAM1,-0.001753561,0.998247975,-0.000555663,0.000555663
SRGAP1,-0.001755127,0.998246413,-0.000322828,0.000322828
PARD3B,-0.001755447,0.998246093,-6.83E-05,6.831322109748621e-05
RHBDD1,-0.001755516,0.998246024,-0.000284223,0.000284223
LAMB3,-0.001756263,0.998245278,3.941379185408087e-05,3.941379185408087e-05
CLP1,-0.001756317,0.998245225,-0.000425805,0.000425805
IKZF4,-0.001756972,0.998244571,-0.000267863,0.000267863
UBE3A,-0.001757976,0.998243569,-0.000293644,0.000293644
ACSM1,-0.001759835,0.998241713,0.000244495,0.000244495
RPL26,-0.001761427,0.998240124,-3.46E-05,3.4615049259557364e-05
POT1,-0.001761671,0.99823988,-0.000409804,0.000409804
FOXO1,-0.00176204,0.998239512,2.986575752226238e-05,2.986575752226238e-05
EXOSC10,-0.001763232,0.998238322,-0.000262147,0.000262147
ERGIC3,-0.001764654,0.998236902,-0.000337691,0.000337691
DDX54,-0.001766284,0.998235275,-0.000197414,0.000197414
ESD,-0.001768267,0.998233296,-0.000242307,0.000242307
HIBADH,-0.001769902,0.998231664,-0.000112287,0.000112287
QDPR,-0.001770387,0.99823118,-0.000318906,0.000318906
ERMN,-0.001770767,0.998230799,-0.000387021,0.000387021
STRN,-0.001771941,0.998229628,-0.000270112,0.000270112
HACL1,-0.001773511,0.99822806,-0.000319646,0.000319646
SLC47A1,-0.001773889,0.998227683,-0.000362417,0.000362417
ARHGAP27,-0.001774784,0.99822679,-0.000289505,0.000289505
RNF123,-0.001775681,0.998225895,-0.000219579,0.000219579
DDX60,-0.001776785,0.998224792,-0.000410486,0.000410486
ITPKB,-0.001777647,0.998223932,-0.000303133,0.000303133
BSDC1,-0.001779056,0.998222526,-0.000353626,0.000353626
FIS1,-0.001779231,0.998222351,-0.00031248,0.00031248
EFEMP2,-0.001779645,0.998221937,-0.000205987,0.000205987
FANCA,-0.00178132,0.998220266,-0.000339512,0.000339512
ARFGEF2,-0.001782019,0.998219568,-0.000188494,0.000188494
EDN3,-0.001782311,0.998219277,-0.000181574,0.000181574
UTP15,-0.001784353,0.998217238,-0.000284866,0.000284866
ACKR3,-0.001785253,0.99821634,-0.000155049,0.000155049
COLEC11,-0.001786187,0.998215408,-0.000305203,0.000305203
MARK1,-0.001786616,0.998214979,-0.000196769,0.000196769
CNTNAP2,-0.001786845,0.998214751,-0.000262505,0.000262505
AHNAK2,-0.001789225,0.998212375,-0.000414987,0.000414987
STUB1,-0.001791489,0.998210115,-0.000225194,0.000225194
OGDH,-0.001792306,0.998209299,-0.000168111,0.000168111
ASCC1,-0.001793529,0.998208078,-0.000301208,0.000301208
ARHGEF19,-0.001795002,0.998206608,-0.000391142,0.000391142
PIK3CA,-0.001795353,0.998206258,-0.000283285,0.000283285
IGLL5,-0.00179626,0.998205353,-0.000434422,0.000434422
ACYP2,-0.001797828,0.998203787,-0.000247646,0.000247646
SMARCAD1,-0.001799904,0.998201715,-0.000248064,0.000248064
UNG,-0.001800587,0.998201033,-0.000370807,0.000370807
SARM1,-0.001801283,0.998200338,-0.000216807,0.000216807
FOXO3,-0.001802243,0.99819938,-0.000148562,0.000148562
ARAP3,-0.001802469,0.998199155,-0.000297832,0.000297832
KIZ,-0.001802675,0.998198948,-0.000315747,0.000315747
TANGO2,-0.001803353,0.998198272,-0.000279448,0.000279448
UBR5,-0.001803389,0.998198236,-0.000204866,0.000204866
MTOR,-0.001803466,0.99819816,-0.000261411,0.000261411
CBLL1,-0.001803623,0.998198003,-0.000364082,0.000364082
FBXW8,-0.00180383,0.998197796,-0.000248318,0.000248318
ETNK2,-0.001804733,0.998196894,-0.000356582,0.000356582
ZSWIM8,-0.001805656,0.998195973,-0.000243986,0.000243986
ARHGEF9,-0.001809299,0.998192337,-0.000251719,0.000251719
TK2,-0.001813621,0.998188022,-0.000172155,0.000172155
NLGN3,-0.001814327,0.998187318,-0.00021968,0.00021968
RFFL,-0.001814613,0.998187033,-0.000356304,0.000356304
MYL6B,-0.001814623,0.998187023,-0.000412854,0.000412854
PROCR,-0.001814805,0.99818684,-0.000342711,0.000342711
CORO1C,-0.001814871,0.998186775,-0.000267644,0.000267644
GADD45GIP1,-0.001817346,0.998184305,-0.00034455,0.00034455
C1R,-0.001817375,0.998184275,-0.000459168,0.000459168
REEP6,-0.001818031,0.998183621,-0.000187335,0.000187335
DTX4,-0.001818153,0.998183499,-0.000202395,0.000202395
CHD1,-0.001818195,0.998183457,-0.000204102,0.000204102
IDS,-0.001821157,0.9981805,-0.000148844,0.000148844
ACSM2A,-0.001821479,0.998180179,-0.000309057,0.000309057
DPH5,-0.001823214,0.998178447,-0.000303663,0.000303663
NAGS,-0.001824109,0.998177554,-0.000486665,0.000486665
TRIM68,-0.001825899,0.998175767,-0.000182812,0.000182812
GPRASP1,-0.001830463,0.998171212,-7.66E-06,7.65592865968525e-06
GRIPAP1,-0.001832445,0.998169233,-0.000402669,0.000402669
RAPGEF5,-0.001833212,0.998168468,-0.000269919,0.000269919
SLC7A1,-0.001834444,0.998167237,-0.000319224,0.000319224
SIL1,-0.001834625,0.998167057,-0.000243346,0.000243346
MAP9,-0.001835028,0.998166655,-0.000434524,0.000434524
CEP112,-0.001835891,0.998165793,-0.00012812,0.00012812
MFN2,-0.001839152,0.998162538,-0.0002433,0.0002433
OLA1,-0.001839919,0.998161773,-0.000326974,0.000326974
SNRNP200,-0.001840201,0.998161492,-0.000223366,0.000223366
TRIM29,-0.001840245,0.998161448,-0.00012311,0.00012311
MED11,-0.001840345,0.998161347,-0.000369694,0.000369694
CIR1,-0.001840958,0.998160735,-0.000350504,0.000350504
GP1BA,-0.001841167,0.998160527,-2.23E-05,2.233593334771038e-05
MFAP3,-0.001841315,0.998160379,-0.000200202,0.000200202
TAGAP,-0.001841858,0.998159837,-0.000320848,0.000320848
MLLT6,-0.001843163,0.998158535,-0.000273056,0.000273056
CBL,-0.00184367,0.998158028,-0.000239014,0.000239014
DLST,-0.001843846,0.998157853,-0.000283796,0.000283796
POLDIP2,-0.00184559,0.998156112,-0.000258377,0.000258377
EXOC6,-0.001846871,0.998154834,-0.00030066,0.00030066
TLN1,-0.001850306,0.998151405,-0.000175234,0.000175234
GPHN,-0.001851484,0.998150229,-0.000127425,0.000127425
PLB1,-0.001852541,0.998149174,-0.000470267,0.000470267
MRC2,-0.001853259,0.998148457,-0.000311068,0.000311068
IFT20,-0.00185358,0.998148137,-0.000361322,0.000361322
MLXIP,-0.001853718,0.998147999,-0.000289029,0.000289029
VCL,-0.001853857,0.998147861,-0.000203959,0.000203959
RREB1,-0.001854034,0.998147684,-0.000216109,0.000216109
GIMAP1,-0.00185415,0.998147568,-7.27E-05,7.26898545640722e-05
MXI1,-0.001854411,0.998147308,-0.000213587,0.000213587
STK35,-0.001856681,0.998145042,-0.000470807,0.000470807
BTLA,-0.001857634,0.99814409,-0.000182508,0.000182508
PTAR1,-0.001858215,0.99814351,-0.0002147,0.0002147
AP1G1,-0.001859228,0.998142499,-0.000330647,0.000330647
ATP1B1,-0.001859862,0.998141867,-0.00034768,0.00034768
UNC13C,-0.001861295,0.998140436,-0.000268493,0.000268493
USP40,-0.001861961,0.998139771,-0.000271352,0.000271352
CRYL1,-0.001862807,0.998138926,-0.000337216,0.000337216
WDR45B,-0.001863684,0.998138052,-0.000356659,0.000356659
RBBP8,-0.001865354,0.998136385,-0.000135277,0.000135277
RBMS2,-0.001865659,0.99813608,-0.000237932,0.000237932
ZWINT,-0.001868493,0.998133252,-0.000441573,0.000441573
DKK3,-0.001868862,0.998132883,5.715617941468715e-05,5.715617941468715e-05
PIGS,-0.001869606,0.998132141,-0.000224346,0.000224346
ABR,-0.001869659,0.998132088,-0.000354463,0.000354463
PPP1R12C,-0.001869926,0.998131821,-0.000285076,0.000285076
AGR3,-0.001870664,0.998131084,-0.000447928,0.000447928
TSLP,-0.001870957,0.998130792,-0.000160746,0.000160746
FN3K,-0.001872096,0.998129655,-0.000395505,0.000395505
LGR5,-0.001872745,0.998129008,-0.000495184,0.000495184
MPV17L,-0.001875401,0.998126357,8.194591878576962e-06,8.194591878576962e-06
ACTR1B,-0.001876182,0.998125577,-0.000290731,0.000290731
RGS5,-0.001877544,0.998124217,0.000192314,0.000192314
MRTO4,-0.001878234,0.998123529,-0.000439219,0.000439219
SPRYD4,-0.001879235,0.99812253,-0.000237595,0.000237595
PHYHD1,-0.001881054,0.998120714,6.149816560154127e-06,6.149816560154127e-06
LIN7A,-0.00188267,0.998119102,4.06068308953832e-05,4.06068308953832e-05
UNC119B,-0.001883543,0.99811823,-0.000313644,0.000313644
PTPRK,-0.001884021,0.998117753,-0.000270233,0.000270233
SLPI,-0.001884573,0.998117202,-2.07E-05,2.0682524478230976e-05
RBMS3,-0.001886088,0.998115689,8.737933046319007e-06,8.737933046319007e-06
PIGL,-0.001886714,0.998115065,-0.000274904,0.000274904
CTNNBIP1,-0.001886897,0.998114882,-0.000336183,0.000336183
RAI2,-0.00188717,0.99811461,-5.09E-05,5.092134728361831e-05
PNPLA2,-0.001888836,0.998112947,-7.28E-05,7.27686808882546e-05
PMS2,-0.001889522,0.998112262,-0.000260798,0.000260798
ACVRL1,-0.001891398,0.99811039,-0.000196079,0.000196079
IFT122,-0.001891667,0.998110122,-0.000339598,0.000339598
CYFIP1,-0.001892078,0.99810971,-0.000337828,0.000337828
GSTK1,-0.001892228,0.998109561,-0.000330919,0.000330919
FILIP1L,-0.001892354,0.998109436,-0.000220808,0.000220808
TP53,-0.001892373,0.998109416,-0.00016898,0.00016898
HPS5,-0.001892722,0.998109068,-0.000171745,0.000171745
AK8,-0.001897799,0.998104001,-0.000506472,0.000506472
SLC4A2,-0.001898891,0.99810291,-0.000439877,0.000439877
CENPP,-0.001899404,0.998102398,-0.000266497,0.000266497
KBTBD7,-0.001899629,0.998102174,-0.000385477,0.000385477
STON2,-0.001901796,0.998100012,-0.000296879,0.000296879
ITPR3,-0.001902671,0.998099138,-0.000301514,0.000301514
ZNF518B,-0.001904385,0.998097427,-0.000388925,0.000388925
SNAP23,-0.001904827,0.998096986,-0.000215433,0.000215433
RORA,-0.001905143,0.998096671,-0.000128269,0.000128269
SLC7A6OS,-0.001907167,0.998094651,-0.000199188,0.000199188
VTI1B,-0.001908341,0.998093479,-0.000238545,0.000238545
MYLK,-0.00190861,0.99809321,0.000195144,0.000195144
ACKR4,-0.001909955,0.998091867,-0.000308899,0.000308899
SPAG16,-0.001910061,0.998091762,-0.000164615,0.000164615
GDPD3,-0.001910418,0.998091406,-0.000258875,0.000258875
MAPK8IP1,-0.001911329,0.998090497,-0.000240924,0.000240924
TNFRSF19,-0.001911472,0.998090354,-0.000291107,0.000291107
TANC2,-0.001912046,0.99808978,-0.000335456,0.000335456
PPP3CA,-0.001912133,0.998089694,-0.000213209,0.000213209
SNX11,-0.001914285,0.998087546,-0.000383074,0.000383074
GNPDA2,-0.001915811,0.998086023,-0.000338839,0.000338839
DDX42,-0.00191641,0.998085425,-0.000260627,0.000260627
HMG20A,-0.001916576,0.99808526,-0.000233047,0.000233047
MAN1B1,-0.00191693,0.998084906,-0.000352885,0.000352885
RPL10A,-0.001917085,0.998084752,-0.000183337,0.000183337
ESPN,-0.001918095,0.998083744,-0.000193902,0.000193902
B3GNT7,-0.001918736,0.998083104,-0.000522031,0.000522031
HEPH,-0.001919683,0.998082158,-0.000230055,0.000230055
NBR1,-0.001920175,0.998081667,-0.000208962,0.000208962
GNA15,-0.001921109,0.998080735,-0.00055735,0.00055735
UQCRC2,-0.001923381,0.998078468,-0.000242797,0.000242797
ARL9,-0.001923423,0.998078425,-0.000630745,0.000630745
CAT,-0.001923575,0.998078274,5.109070558234098e-05,5.109070558234098e-05
CLEC4E,-0.001923815,0.998078034,-0.000555484,0.000555484
VPS18,-0.001924664,0.998077187,-0.000338559,0.000338559
RALGPS1,-0.001925679,0.998076174,-0.000356043,0.000356043
FBXO48,-0.001926988,0.998074867,-0.000434301,0.000434301
SAMD12,-0.001927422,0.998074435,-0.000414643,0.000414643
SLC7A8,-0.001927863,0.998073994,-0.000411295,0.000411295
DBNDD2,-0.001928348,0.99807351,-0.00031191,0.00031191
PFKM,-0.001928623,0.998073235,-0.000323219,0.000323219
RHOBTB2,-0.001929871,0.99807199,-0.000348098,0.000348098
ATL1,-0.001930203,0.998071659,-0.000266282,0.000266282
CCDC25,-0.001930409,0.998071453,-0.000191737,0.000191737
ARHGEF40,-0.001930994,0.998070869,-0.000147459,0.000147459
GGT1,-0.001931329,0.998070535,-0.000167072,0.000167072
PRDM2,-0.001932369,0.998069497,-0.000214184,0.000214184
POLR1E,-0.00193273,0.998069136,-0.000207658,0.000207658
ZBTB9,-0.001935244,0.998066628,-0.000510468,0.000510468
NME4,-0.001935958,0.998065915,-0.000343374,0.000343374
PRKAG1,-0.001936598,0.998065276,-0.000260896,0.000260896
NOMO2,-0.001937979,0.998063897,-0.00010513,0.00010513
GARNL3,-0.001939106,0.998062773,-0.000151682,0.000151682
BDKRB2,-0.001939153,0.998062726,-0.000155561,0.000155561
GUCY1A2,-0.00194053,0.998061352,2.4083518281052887e-05,2.4083518281052887e-05
CADM3,-0.001942672,0.998059214,-0.000211271,0.000211271
CCM2L,-0.001943369,0.998058518,-0.000218553,0.000218553
PHKB,-0.001944621,0.998057269,-0.000244941,0.000244941
UNC5CL,-0.001945612,0.99805628,-0.000451272,0.000451272
ADAMTS13,-0.001946549,0.998055345,-0.000419298,0.000419298
DSC2,-0.001947465,0.99805443,-0.000340319,0.000340319
RNASEL,-0.001947554,0.998054341,-0.000352514,0.000352514
BAZ2B,-0.001947742,0.998054154,-0.00022775,0.00022775
RICTOR,-0.00194965,0.998052249,-0.00029527,0.00029527
KCTD21,-0.001951018,0.998050884,-0.00052715,0.00052715
NOP14,-0.001951877,0.998050027,-0.000308626,0.000308626
PHLPP1,-0.001953538,0.998048369,-6.55E-05,6.548932171948803e-05
SESN1,-0.001953719,0.998048188,-0.000154116,0.000154116
ZNF641,-0.001953832,0.998048076,-0.000273595,0.000273595
WDR20,-0.001953954,0.998047954,-0.0002916,0.0002916
GEN1,-0.001954108,0.9980478,-0.000506207,0.000506207
GPATCH3,-0.001954754,0.998047155,-0.000334418,0.000334418
CHMP6,-0.001955563,0.998046348,-0.000260449,0.000260449
TPO,-0.001956137,0.998045775,-2.72E-05,2.718483644320157e-05
RTN4,-0.001958151,0.998043765,-0.000314475,0.000314475
PDCD4,-0.001958406,0.998043511,2.839362550459412e-08,2.839362550459412e-08
ADCY7,-0.001960421,0.998041499,-0.000304341,0.000304341
ZNF512B,-0.001960638,0.998041283,-0.000326709,0.000326709
OLFM4,-0.001961075,0.998040846,0.000534125,0.000534125
CRABP2,-0.00196136,0.998040562,-0.000261838,0.000261838
MYRIP,-0.001961516,0.998040406,6.3982949105312326e-06,6.3982949105312326e-06
TBC1D9B,-0.001961554,0.998040369,-0.000277925,0.000277925
FKTN,-0.001961869,0.998040054,-0.000380485,0.000380485
VWA8,-0.001962495,0.99803943,-0.000173573,0.000173573
ZNF467,-0.001963279,0.998038647,-0.000407494,0.000407494
PNRC2,-0.001963484,0.998038442,-0.000382468,0.000382468
FER,-0.001964181,0.998037747,-0.000179608,0.000179608
SLC16A1,-0.001965568,0.998036363,-0.000455877,0.000455877
NADSYN1,-0.001965648,0.998036282,-0.000347489,0.000347489
EML3,-0.001966672,0.998035261,-0.000255673,0.000255673
SPG11,-0.001967233,0.998034701,-0.000166411,0.000166411
DOCK6,-0.001967447,0.998034487,-0.000212177,0.000212177
ABCA4,-0.001968339,0.998033597,-0.000558044,0.000558044
MRPL54,-0.001968615,0.998033322,-0.000297967,0.000297967
SUCNR1,-0.001969388,0.99803255,-0.000430293,0.000430293
CBX5,-0.001969462,0.998032476,-0.000374774,0.000374774
DAB2IP,-0.001970293,0.998031647,-0.000159785,0.000159785
PNPO,-0.001972252,0.998029692,-0.000280126,0.000280126
STK32C,-0.001974939,0.99802701,-0.000259723,0.000259723
TMED1,-0.001976566,0.998025386,-0.000368141,0.000368141
FN3KRP,-0.001976856,0.998025096,-0.000343774,0.000343774
KCNE3,-0.001979488,0.99802247,-0.000442716,0.000442716
KCTD3,-0.001983636,0.99801833,-0.000307707,0.000307707
PRICKLE2,-0.001983881,0.998018086,-0.000156886,0.000156886
MYH9,-0.001983993,0.998017974,-0.000166836,0.000166836
EP400,-0.001984339,0.998017629,-0.000238998,0.000238998
SLC15A1,-0.001984645,0.998017323,-0.000218346,0.000218346
AMOTL1,-0.001984671,0.998017298,-0.000220268,0.000220268
EBF3,-0.00198514,0.998016829,6.832634468311588e-05,6.832634468311588e-05
RCAN1,-0.001985403,0.998016567,-1.25E-05,1.2477143812125724e-05
CEP57,-0.001988776,0.998013201,-0.000432416,0.000432416
SIRPA,-0.001990527,0.998011453,-0.000239548,0.000239548
AUH,-0.00199075,0.998011231,-0.000292227,0.000292227
PRKAR1B,-0.00199133,0.998010651,-0.000252097,0.000252097
TJP3,-0.001992944,0.998009041,-0.000280302,0.000280302
BTBD8,-0.001994713,0.998007275,-0.000166645,0.000166645
ISLR2,-0.001995562,0.998006428,-8.82E-05,8.817879032947673e-05
ARL11,-0.001996762,0.99800523,-0.000555094,0.000555094
POLR1A,-0.001997577,0.998004417,-0.000321618,0.000321618
DNM1,-0.001997799,0.998004195,-0.000112565,0.000112565
MICU3,-0.001998761,0.998003236,-0.000179956,0.000179956
C1orf21,-0.001998834,0.998003163,-0.000301737,0.000301737
EIF3E,-0.002000143,0.998001856,-0.000342754,0.000342754
CAMSAP1,-0.002000695,0.998001305,-0.000311948,0.000311948
TMBIM1,-0.002000878,0.998001122,-0.000260162,0.000260162
RPS3,-0.002001692,0.99800031,-0.000278497,0.000278497
STX12,-0.00200233,0.997999674,-0.000292892,0.000292892
PRRG1,-0.002002371,0.997999632,-0.000272422,0.000272422
NPM1,-0.002002945,0.99799906,-0.000382212,0.000382212
PSME4,-0.00200363,0.997998375,-0.000400416,0.000400416
WSCD2,-0.002006883,0.997995129,-0.000105239,0.000105239
GEMIN5,-0.002008897,0.99799312,-0.000277664,0.000277664
HELZ,-0.002011394,0.997990627,-0.000219706,0.000219706
METAP1,-0.002011961,0.997990061,-0.000224958,0.000224958
EIF3G,-0.002012731,0.997989293,-0.000236719,0.000236719
PPFIA3,-0.002013367,0.997988659,-0.000284061,0.000284061
STARD8,-0.002014257,0.99798777,-0.000226556,0.000226556
ASRGL1,-0.002014781,0.997987247,-0.000231396,0.000231396
CDC42BPG,-0.002015613,0.997986417,-0.000308653,0.000308653
RHCG,-0.002016749,0.997985283,-2.77E-05,2.769074771146688e-05
ITGB6,-0.002017434,0.9979846,-0.000285646,0.000285646
GET4,-0.002017799,0.997984236,-0.000366185,0.000366185
SH3GLB1,-0.002019569,0.997982469,-0.000287771,0.000287771
FZD9,-0.002019654,0.997982385,-0.000508675,0.000508675
